sample_index,latitude,longitude,cluster_label
409302,26.510174,105.25633,0
409802,24.568155,107.127335,0
410705,25.235292,108.96392,0
412483,26.83872,113.53147,0
414275,27.144054,118.07447,0
415179,35.43353,123.12257,0
415900,45.150143,108.22398,0
416408,,,0
416579,,,0
416830,25.952614,126.90732,0
418480,38.264915,111.08189,0
419472,34.519966,126.823,0
419652,33.98149,126.48077,0
421979,44.80484,124.61837,0
425311,47.14041,134.71172,0
425400,39.889023,116.561035,0
425428,39.667274,117.5607,0
427462,26.881166,125.88082,0
427591,26.589565,125.80631,0
428967,27.88163,129.43954,0
430554,32.328987,108.875916,0
432283,36.12399,127.950325,0
432367,36.33817,128.76993,0
432475,35.863735,128.2573,0
438912,20.254389,122.69161,0
439625,28.762201,124.05364,0
439760,28.92161,125.11368,0
440163,33.192883,126.54723,0
441791,29.627766,126.37783,0
442127,24.072039,129.24988,0
442684,20.98591,108.0017,0
443749,44.366932,124.288506,0
445673,25.949059,117.21198,0
445921,40.502125,126.133835,0
446072,46.13175,131.68504,0
447281,,,0
449040,49.169243,130.79556,0
450050,30.81486,125.8986,0
451101,41.67824,117.50602,0
451496,40.94416,118.26376,0
452891,32.071556,124.677895,0
453064,29.916983,125.99964,0
454801,35.614986,131.77162,0
457127,27.544428,117.90033,0
457652,45.323833,108.83058,0
457713,45.071915,108.76403,0
458526,20.777502,122.50427,0
459301,43.447674,113.832466,0
460340,45.397923,117.82121,0
461162,20.125107,133.29488,0
461382,32.18103,113.9178,0
461741,32.773468,114.576614,0
462738,49.783684,129.01387,0
463083,50.155605,130.31277,0
464017,17.907259,122.08451,0
464241,17.130161,121.559296,0
464375,17.040125,122.00757,0
464576,15.67224,122.4534,0
465849,32.495182,112.12114,0
466200,15.846894,115.31362,0
467212,36.724384,119.27293,0
467673,34.906036,120.40614,0
470987,15.131876,124.12438,0
472533,29.49755,131.1073,0
473004,33.228218,134.48712,0
473295,28.504902,133.59575,0
473582,27.87827,133.65208,0
475880,46.936935,107.39553,0
478324,23.643955,122.144936,0
478410,20.424505,122.67115,0
482043,20.183836,108.68648,0
483579,33.267628,113.95956,0
485182,35.069,110.043915,0
485212,34.698807,109.46933,0
486104,21.354477,116.30254,0
487333,,,0
487678,32.00343,106.73943,0
487726,32.238358,106.58219,0
488818,53.885765,105.29652,0
489151,31.36202,129.05898,0
491183,35.829384,111.27826,0
491265,35.921337,111.790276,0
492094,27.9709,116.83922,0
492550,18.637348,117.05772,0
493039,49.347977,108.71418,0
493605,33.27622,121.91332,0
493841,32.65921,122.11341,0
495407,15.321099,107.646194,0
495669,15.116328,125.10662,0
496569,31.43049,132.3192,0
496814,32.1029,132.41544,0
497489,30.902346,108.95029,0
497911,31.780268,109.34725,0
497926,32.054417,108.91202,0
499269,53.516895,131.01315,0
499359,52.06212,114.34517,0
500258,47.601185,119.173706,0
500843,30.978525,131.91756,0
501794,35.988663,106.22124,0
502027,31.66833,107.85144,0
502922,52.001637,123.826744,0
505413,34.27309,116.20223,0
508046,17.487268,120.08201,0
509083,42.79182,134.43114,0
510219,16.1596,134.34326,0
511618,,,0
512995,,,0
513142,,,0
513336,,,0
513798,16.79474,110.55238,0
514511,35.739635,109.4017,0
514763,24.80238,114.66331,0
515063,15.1817465,119.61371,0
515265,35.85965,117.03636,0
515335,36.1117,117.887825,0
515720,35.013428,117.41444,0
517800,29.50413,105.50871,0
518185,30.584003,105.59855,0
519873,26.122831,108.513275,0
520595,29.290365,114.07049,0
520653,30.068031,113.34289,0
521195,21.5345,119.1409,0
521364,20.141178,120.41812,0
522938,18.277708,116.729706,0
523887,21.171179,118.053665,0
524902,,,0
525231,29.665268,123.51919,0
526729,16.260805,107.45296,0
528235,36.637344,105.5265,0
528598,17.48975,115.14846,0
530914,38.735077,111.216515,0
532826,39.359703,118.37735,0
533372,37.840954,120.2422,0
534063,36.372017,121.2653,0
534711,19.673653,129.4877,0
535025,15.7622795,108.060234,0
536483,30.36988,118.06994,0
536754,29.696533,118.45857,0
537412,27.165442,119.66909,0
538798,27.50513,115.73346,0
542105,52.853394,105.8085,0
542177,52.499134,106.25124,0
545377,34.635544,130.18336,0
546049,36.238598,130.04668,0
546178,36.428135,130.62364,0
546260,36.812218,130.24109,0
546638,37.122498,131.43109,0
547204,34.992825,110.38438,0
549941,26.870005,118.821365,0
551945,24.880074,123.9765,0
552117,28.798498,129.17561,0
552667,31.567202,129.70108,0
553076,32.875496,131.02185,0
558673,25.776485,106.24195,0
558857,42.997627,125.00414,0
559494,34.228115,107.34429,0
560873,17.806347,111.55889,0
565136,15.732333,134.54959,0
567305,37.467197,134.08565,0
568852,42.060116,131.08527,0
568898,42.096863,131.5611,0
569284,36.517643,134.6438,0
573746,32.348007,108.95489,0
573768,32.308456,108.97845,0
575699,33.90055,130.66641,0
576205,35.016644,130.46976,0
576685,52.316986,122.258286,0
576712,52.216682,122.604,0
577524,40.67937,134.43384,0
578648,32.228477,118.66204,0
578956,33.651966,118.85722,0
579323,35.883392,120.728775,0
